OccNo,VesselFlag,YearBuilt,Gross Tonnage,Vessel Type,Vessel Sub Type,Month,Accident Region,Latitude,Logitude,Area Type,Fatalities,Serious Injuries,Vessel Phase,Vessel Sub Phase,Accident Type,Accident Sub Type
M04H0011,CANADA,1978,UPTO 10000,TUG,SERVICE,Sep,CENTRAL REGION,60.00833,-69.625,BAY,0,0,NOT MOVING,ANCHORED,ACCIDENT,COLLISION
M04H0012,CANADA,1979,UPTO 1000,TUG,SERVICE,Oct,PACIFIC REGION,61.78138,-120.7077,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04H0013,CANADA,1968,UPTO 100000,TUG,SERVICE,Oct,CENTRAL REGION,73.1,-84.75,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0001,CANADA,1963,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,47.47555,-70.20833,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0004,CANADA,1957,UPTO 100,BARGE,LIQUID CARGO,Jan,CENTRAL REGION,45.57,-73.51527,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,UNFIT
M04L0005,CANADA,1985,UPTO 1000,BARGE,LIQUID CARGO,Jan,CENTRAL REGION,45.57,-73.51527,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF COLLISION
M04L0007,MARSHALL ISLANDS,1984,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,47.77055,-69.90638,RIVER,0,0,MOVING,DRIFT,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0008,ISLE OF MAN,1993,UPTO 10000,CARGO,LIQUID CARGO,Jan,CENTRAL REGION,46.82388,-71.18666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0010,NETHERLANDS,2000,UPTO 10000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,46.48805,-72.23166,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M04L0011,MARSHALL ISLANDS,1984,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,48.21,-69.50972,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0012,CANADA,1982,UPTO 10000,TUG,SERVICE,Jan,CENTRAL REGION,46.81666,-71.21666,RIVER,0,0,NOT MOVING,DOCKED,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0013,CANADA,1992,UPTO 10000,CARGO,LIQUID CARGO,Jan,CENTRAL REGION,46.82888,-71.20083,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0014,PANAMA,1985,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,50.03305,-66.78305,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0016,CHINA,1996,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,46.48916,-72.23055,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0017,MARSHALL ISLANDS,2001,UPTO 100000,CARGO,LIQUID CARGO,Jan,CENTRAL REGION,45.63,-73.49166,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF CARGO LOSS
M04L0018,PANAMA,2001,UPTO 10000,CARGO,LIQUID CARGO,Jan,CENTRAL REGION,46.08388,-73.00888,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0022,CYPRUS,1982,UPTO 100000,CARGO,SOLID CARGO,Jan,CENTRAL REGION,48.25083,-70.01944,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0023,CANADA,1971,UPTO 10000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,46.08368,-73.00748,RIVER,0,0,MOVING,ASTERN,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0024,CANADA,1970,UPTO 100000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,46.71138,-71.445,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0025,MARSHALL ISLANDS,1982,UPTO 100000,CARGO,LIQUID CARGO,Jan,CENTRAL REGION,48.33277,-70.86583,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0026,LIBERIA,1992,UPTO 100000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,48.61333,-68.92,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0027,NORWAY,1985,UPTO 100000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,47.88,-69.75666,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0030,CANADA,1973,UPTO 100000,OTHER,PASSENGER,Jan,CENTRAL REGION,49.41166,-66.19833,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0031,CANADA,1982,UPTO 100000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,33.36666,-64.68333,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0032,BERMUDA,1976,UPTO 10000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,47.25416,-70.57166,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0033,CANADA,1982,UPTO 100000,CARGO,SOLID CARGO,Feb,CENTRAL REGION,48.35361,-70.345,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0035,CANADA,1973,UPTO 100000,OTHER,PASSENGER,Mar,CENTRAL REGION,47.37539,-61.86069,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0036,CANADA,1982,UPTO 10000,TUG,SERVICE,Feb,CENTRAL REGION,48.33333,-70.87083,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M04L0037,MALTA,1981,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,49.23416,-68.13277,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0038,BERMUDA,1998,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,46.22833,-72.785,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0039,CYPRUS,2000,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,45.55833,-73.52,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0040,CANADA,1958,UPTO 100,FISHING,FISHING,Mar,CENTRAL REGION,47.22666,-62.24944,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0041,CANADA,1988,UPTO 100,FISHING,FISHING,Mar,CENTRAL REGION,46.91666,-62.33333,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0042,CANADA,1980,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,49.23333,-67.345,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0043,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,46.82222,-71.205,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0044,MALTA,1982,UPTO 10000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,47.00166,-70.79111,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0045,ISLE OF MAN,2002,UPTO 10000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,48.33277,-70.86583,RIVER,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF PERSON OVERBOARD
M04L0046,CANADA,1993,UPTO 10000,CARGO,LIQUID CARGO,Apr,CENTRAL REGION,46.8,-71.2,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0047,CANADA,1962,UPTO 100,FISHING,FISHING,Apr,CENTRAL REGION,50.185,-66.36305,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0047,CANADA,1962,UPTO 100,FISHING,FISHING,Apr,CENTRAL REGION,50.185,-66.36305,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0048,LIBERIA,1992,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,47.35666,-70.47333,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0050,CANADA,1983,UPTO 10000,OTHER,PASSENGER,Apr,CENTRAL REGION,46.05222,-73.1025,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M04L0051,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,46.04888,-73.11722,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF SINKING
M04L0053,CANADA,1990,UPTO 100,FISHING,FISHING,May,CENTRAL REGION,48.99779,-64.37842,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M04L0054,CANADA,1974,UPTO 100,FISHING,FISHING,May,CENTRAL REGION,49.4,-63.58333,SEA,0,0,NOT MOVING,ANCHORED,ACCIDENT,GROUNDING
M04L0055,CANADA,1978,UPTO 100,FISHING,FISHING,May,CENTRAL REGION,47.56666,-61.56416,SEA,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M04L0056,CANADA,1980,UPTO 100,FISHING,FISHING,May,CENTRAL REGION,47.78555,-62.46,SEA,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M04L0057,CANADA,1985,UPTO 10000,TUG,SERVICE,May,CENTRAL REGION,46.80916,-71.20222,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF PERSON OVERBOARD
M04L0058,CANADA,2001,UPTO 10000,BARGE,LIQUID CARGO,May,CENTRAL REGION,47.6225,-70.14055,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0059,CANADA,1965,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,45.58583,-73.49944,RIVER,0,0,MOVING,TOWED,ACCIDENT,GROUNDING
M04L0060,CANADA,1995,UPTO 100,PASSENGER,PASSENGER - CARGO,May,CENTRAL REGION,47.85611,-69.64916,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0061,CROATIA,1981,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,48.33277,-70.86583,HARBOUR,0,1,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M04L0062,CANADA,1973,UPTO 100000,OTHER,PASSENGER,Jun,CENTRAL REGION,46.81666,-71.2,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0062,CANADA,1985,UPTO 100000,OTHER,PASSENGER,Jun,CENTRAL REGION,46.81666,-71.2,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0063,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jun,CENTRAL REGION,50.18333,-66.43333,SEA,0,1,MOVING,AHEAD,ACCIDENT,SANK
M04L0064,CANADA,1979,UPTO 100,OTHER,PASSENGER,Jun,CENTRAL REGION,46.81666,-71.21666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0064,BAHAMAS,1999,UPTO 100,OTHER,PASSENGER,Jun,CENTRAL REGION,46.81666,-71.21666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0065,CANADA,2001,UPTO 100,FISHING,FISHING,Jun,CENTRAL REGION,49.93666,-61.86583,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0066,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jun,CENTRAL REGION,45.33798,-71.99834,RIVER,1,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M04L0067,XXXX,1985,UPTO 1000,TUG,SERVICE,Jun,CENTRAL REGION,48.05666,-66.5025,RIVER,1,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M04L0068,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,46.18638,-72.91611,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0068,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,46.18638,-72.91611,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0069,CANADA,2002,UPTO 100,OTHER,SERVICE,Jun,CENTRAL REGION,50.14833,-61.82666,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0069,CANADA,2001,UPTO 100,OTHER,SERVICE,Jun,CENTRAL REGION,50.14833,-61.82666,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0070,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,46.38833,-72.42333,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0071,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,49.23333,-68.13333,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M04L0072,CANADA,1913,UPTO 1000,BARGE,SOLID CARGO,Jun,CENTRAL REGION,46.63833,-71.7,RIVER,0,0,MOVING,TOWED,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0073,CANADA,2001,UPTO 100,FISHING,FISHING,May,CENTRAL REGION,49.15,-62.78333,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0074,CANADA,2003,UPTO 100,OTHER,SERVICE,Jun,CENTRAL REGION,47.76277,-69.73055,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0075,CANADA,1994,UPTO 1000,PASSENGER,PASSENGER,Jun,CENTRAL REGION,48.13777,-69.71416,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0076,CANADA,1959,UPTO 10000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.26861,-72.63472,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0076,CANADA,1985,UPTO 10000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.26861,-72.63472,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0077,CANADA,1983,UPTO 100,FISHING,FISHING,Jul,CENTRAL REGION,47.78611,-61.50555,SEA,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M04L0078,CANADA,1986,UPTO 100,PASSENGER,PASSENGER,Jul,CENTRAL REGION,46.56694,-72.04166,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0079,BAHAMAS,1986,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,48.2725,-69.48972,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0080,CANADA,1963,UPTO 10000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.40305,-72.37944,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,UNFIT
M04L0081,SINGAPORE,1988,UPTO 100000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,46.44,-72.28166,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0081,CANADA,1985,UPTO 100000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,46.44,-72.28166,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0082,CANADA,1985,UPTO 1000,FISHING,FISHING,Jul,CENTRAL REGION,49.38083,-64.85305,SEA,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M04L0082,CANADA,1985,UPTO 1000,FISHING,FISHING,Jul,CENTRAL REGION,49.38083,-64.85305,SEA,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M04L0083,CANADA,1973,UPTO 1000,TUG,SERVICE,Jul,CENTRAL REGION,50.03305,-66.78305,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0084,CANADA,1969,UPTO 10000,BARGE,LIQUID CARGO,Jul,CENTRAL REGION,49.43333,-66,RIVER,0,0,MOVING,TOWED,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0085,BAHAMAS,1987,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.85722,-70.97777,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0085,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.85722,-70.97777,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0086,CANADA,1977,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,47.6,-70.1,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0086,CANADA,1985,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,47.6,-70.1,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0087,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER,Jul,CENTRAL REGION,48.13833,-69.71666,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF SINKING
M04L0088,CANADA,1968,UPTO 1000,TUG,SERVICE,Jul,CENTRAL REGION,50.23333,-63.61666,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M04L0088,CANADA,1984,UPTO 1000,TUG,SERVICE,Jul,CENTRAL REGION,50.23333,-63.61666,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M04L0089,CANADA,1977,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,48.16277,-69.49611,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0089,CANADA,1985,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,48.16277,-69.49611,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0090,CANADA,1986,UPTO 100,PASSENGER,PASSENGER,Jul,CENTRAL REGION,45.91166,-73.21416,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0091,LIBERIA,1998,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.82222,-71.205,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0092,MALTA,1982,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.06888,-73.03527,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M04L0093,CANADA,1992,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,47.66166,-70.09694,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M04L0094,CANADA,1962,UPTO 10000,PASSENGER,PASSENGER - CARGO,Jun,CENTRAL REGION,45.50962,-73.54441,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M04L0095,CANADA,1981,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.79694,-71.21722,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF BOTTOM CONTACT
M04L0096,CANADA,1986,UPTO 100,PASSENGER,PASSENGER,Jul,CENTRAL REGION,46.08934,-73.0068,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0096,CANADA,1977,UPTO 100,PASSENGER,PASSENGER,Jul,CENTRAL REGION,46.08934,-73.0068,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0097,CANADA,1977,UPTO 100000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,48.28833,-69.385,DOCK,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0098,MARSHALL ISLANDS,1989,UPTO 100000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,45.51464,-73.54414,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0099,LIBERIA,1992,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.715,-71.42833,RIVER,2,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0099,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.715,-71.42833,RIVER,2,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0099,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.715,-71.42833,RIVER,2,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0100,CANADA,1966,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,50.03305,-66.78305,HARBOUR,0,1,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M04L0101,CANADA,1985,UPTO 100,PASSENGER,PASSENGER,Aug,CENTRAL REGION,48.60833,-69.075,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0102,BERMUDA,1978,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.78388,-71.23722,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0102,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.78388,-71.23722,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0103,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Aug,CENTRAL REGION,47.84,-69.87361,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0103,CANADA,2004,UPTO 1000,OTHER,PASSENGER,Aug,CENTRAL REGION,47.84,-69.87361,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0104,CANADA,1971,UPTO 100,FISHING,FISHING,Jul,CENTRAL REGION,48.51194,-64.19944,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0104,CANADA,1985,UPTO 100,FISHING,FISHING,Jul,CENTRAL REGION,48.51194,-64.19944,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0105,CANADA,1994,UPTO 1000,PASSENGER,PASSENGER,Aug,CENTRAL REGION,47.4225,-70.39055,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M04L0107,NETHERLANDS,1998,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.30833,-72.56166,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0107,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,46.30833,-72.56166,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0108,CANADA,1994,UPTO 1000,PASSENGER,PASSENGER,Aug,CENTRAL REGION,48.12333,-69.73333,RIVER,0,0,MOVING,DRIFT,INCIDENT,RISK OF COLLISION
M04L0108,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER,Aug,CENTRAL REGION,48.12333,-69.73333,RIVER,0,0,MOVING,DRIFT,INCIDENT,RISK OF COLLISION
M04L0109,DENMARK,1998,UPTO 100000,CARGO,LIQUID CARGO,Sep,CENTRAL REGION,46.445,-72.26666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0109,BARBADOS,1985,UPTO 100000,CARGO,LIQUID CARGO,Sep,CENTRAL REGION,46.445,-72.26666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0110,CANADA,1996,UPTO 100,PASSENGER,PASSENGER - CARGO,Sep,CENTRAL REGION,48.11583,-69.72055,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0111,CANADA,1979,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.38333,-72.445,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0111,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.38333,-72.445,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0112,CANADA,1966,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.06223,-73.06173,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0112,XXXX,1985,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.06223,-73.06173,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0113,CANADA,1975,UPTO 10000,CARGO,LIQUID CARGO,Sep,CENTRAL REGION,46.04138,-73.165,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0114,NETHERLANDS,1998,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.56611,-72.11444,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0115,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.79166,-71.20833,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0115,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.79166,-71.20833,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0116,LIBERIA,1986,UPTO 10000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,48.30833,-69.39166,DOCK,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0116,CANADA,1985,UPTO 10000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,48.30833,-69.39166,DOCK,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0117,CANADA,1969,UPTO 100,FISHING,FISHING,Sep,CENTRAL REGION,47.18666,-61.88194,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M04L0118,CANADA,1986,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.3444,-72.52687,RIVER,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M04L0119,CANADA,2003,UPTO 100,FISHING,FISHING,Sep,CENTRAL REGION,47.35027,-61.745,SEA,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0120,CANADA,1980,UPTO 10000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.84333,-71.055,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0120,CANADA,1985,UPTO 10000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,46.84333,-71.055,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M04L0121,CANADA,1984,UPTO 100,FISHING,FISHING,Sep,CENTRAL REGION,50.21,-63.55027,SEA,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M04L0122,CANADA,2001,UPTO 100,PASSENGER,PASSENGER - CARGO,Sep,CENTRAL REGION,50.21666,-64.13333,SEA,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M04L0123,PANAMA,1996,UPTO 100000,CARGO,LIQUID CARGO,Sep,CENTRAL REGION,46.88694,-70.92555,RIVER,0,0,NOT MOVING,ANCHORED,ACCIDENT,UNFIT
