OccNo,VesselName,VesselFlag,VesselType,VesselSubType,GrossTonnage,YearBuilt,YearRebuilt,VesselPhase,VesselActivityType,VesselActivitySubType,VesselLossIND,PrimaryVesselIND,PrimaryAccIncTypeIND,VesselAccIncType,VesselAccIncSubType,PRODUCTION_DT
M17P0282,Recreational Craft - Jet Ski - BC5577725,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,YES,NO,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M17P0282,C16842BC,CANADA,FISHING,TROLLER,4.93,,,UNDERWAY - unknown,FISHING,FISHING,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0283,SEA VALLEY II,UNITED STATES - US,FISHING,UNKNOWN,88.00,1980,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M17P0284,MSC ORNELLA,PANAMA,CARGO - SOLID,CONTAINER SHIP,54304.00,2004,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M17P0284,MSC ORNELLA,PANAMA,CARGO - SOLID,CONTAINER SHIP,54304.00,2004,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,NO,RISK OF GROUNDING,N/A,2018-08-15T10:01:40
M17P0285,C10679BC,CANADA,SERVICE SHIP,CREW BOAT,4.99,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0286,CARMANAH LIGHT,CANADA,FISHING,UNKNOWN,34.26,1975,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0287,13K37169,CANADA,FISHING,GILLNETTER,,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0288,HODDER 195,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,1623.91,1970,,TOWED/PUSHED (not using own engine),,,NO,YES,YES,CARGO SHIFT/CARGO LOSS,CARGO SHIFTED,2018-08-15T10:01:40
M17P0289,COASTAL RENAISSANCE,CANADA,FERRY,PASSENGER/VEHICLE,21777.00,2007,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0290,SST ORLEANS,CANADA,TUG,N/A,402.00,2007,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",SERVICE,"TOWING, ASSISTING",NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0290,MAERSK ARAS,PANAMA,CARGO - SOLID,CONTAINER SHIP,45169.00,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0291,WESTCOASTER,CANADA,TUG,N/A,9.59,1946,,UNDERWAY – not making way/adrift,SERVICE,"TOWING, ASSISTING",NO,YES,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0291,CHIEF,CANADA,BARGE - UNSPECIFIED,N/A,660.71,1966,1968,TOWED/PUSHED (not using own engine),CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0292,TAMANAWAS,CANADA,FISHING,UNKNOWN,82.84,1973,,UNDERWAY - moving ahead,FISHING,AQUACULTURE OPERATIONS,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0293,13K112018,CANADA,FISHING,TRAP,8.00,1997,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0294,BOTAFOGO SW,PANAMA,CARGO - SOLID,BULK CARRIER,40023.00,2012,,ANCHORED,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0295,SLEEPWALKER,CANADA,FISHING,LONG LINER,14.61,1978,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0296,EASY COME,CANADA,FISHING,TRAWLER,13.76,1980,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0296,NORTHERN ADVENTURE,CANADA,PASSENGER,PASSENGER - CARGO,9844.00,2002,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M17P0297,ELIZA JOYE,CANADA,FISHING,TROLLER,39.84,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0298,HENRY BRUSCO,UNITED STATES - US,TUG,N/A,147.00,1954,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0298,WESTERN TITAN,UNITED STATES - US,TUG,N/A,486.00,1997,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M17P0299,BOCHEM LONDON,CHINA (HONG KONG S.A.R),CARGO - LIQUID,CHEMICAL TANKER,12136.00,2016,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0300,LUKWA,CANADA,PASSENGER,PASSENGER ONLY,38.94,1989,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION - ECO TOURISM,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0301,C19626YT,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),2.50,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0302,C23394BC,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,4.99,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0303,POPLAR RIVER,CANADA,CARGO - SOLID,GENERAL CARGO,235.90,1970,1973,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0304,NEOGALIGUS,CANADA,SERVICE SHIP,WORKBOAT,98.50,1989,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0305,JEANNA MARIE,CANADA,FISHING,TROLLER,218.12,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0306,WESTERN PRINCE,CANADA,FISHING,LONG LINER,45.02,1975,,UNKNOWN,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M17P0307,ENTERPRISE V,CANADA,FISHING,TROLLER,74.33,1989,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0308,MISS DEBRA,CANADA,FISHING,GILLNETTER,11.44,1969,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0308,MISS DEBRA,CANADA,FISHING,GILLNETTER,11.44,1969,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,RISK OF SINKING,N/A,2018-08-15T10:01:40
M17P0309,JAVA SPIRIT,CANADA,FISHING,LONG LINER,13.80,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0310,TYMAC NO. 20,CANADA,TUG,N/A,7.64,1921,,MOORED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,YES,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M17P0311,BARTLETT,CANADA,SERVICE SHIP,WORKBOAT,1317.42,1969,,UNDERWAY - moving ahead,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0312,CAPE MARY,CYPRUS,CARGO - SOLID,BULK CARRIER,85616.00,1997,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0313,EASY COME,CANADA,FISHING,TRAWLER,13.76,1980,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0313,NORTHERN ADVENTURE,CANADA,PASSENGER,PASSENGER - CARGO,9844.00,2002,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0314,SEASPAN VENTURE,CANADA,TUG,N/A,82.21,2001,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",SERVICE,"TOWING, ASSISTING",NO,YES,YES,PERSON OVERBOARD,N/A,2018-08-15T10:01:40
M17P0315,HAISEA GUARDIAN,CANADA,TUG,N/A,148.75,1974,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0315,OPSMOBIL,CANADA,PASSENGER,PASSENGER ONLY,47.45,2014,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0316,ANNOU G.O.,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,47984.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M17P0316,ANNOU G.O.,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,47984.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,NO,RISK OF GROUNDING,N/A,2018-08-15T10:01:40
M17P0317,C06998BC,CANADA,FISHING,LONG LINER,12.50,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0318,SEA IMP X,CANADA,TUG,N/A,9.36,1988,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0318,FRPD 309,CANADA,SERVICE SHIP,WORKBOAT,5550.00,1983,,UNDERWAY - unknown,SERVICE,DREDGING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0318,G.E. 6,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,421.00,1974,,TOWED/PUSHED (not using own engine),CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0319,P.E. 261,CANADA,FISHING,LONG LINER,11.90,1980,,UNKNOWN,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0320,ANNOU G.O.,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,47984.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0321,CORAL PRINCESS,BERMUDA,PASSENGER,PASSENGER - CARGO,91627.00,2002,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0322,Other - Log tow,N/A,SHIPS BOAT,Other,,,,TOWED/PUSHED (not using own engine),,,NO,YES,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0322,Recreational Craft - Pleasure,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0323,STORM DODGER,CANADA,FISHING,LONG LINER,14.74,1977,,UNDERWAY - unknown,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0324,NEOCALIGUS,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),98.50,1989,,UNDERWAY - unknown,SERVICE,RESEARCH,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0325,Recreational Craft - 28K1548 (CFV 22013),N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - unknown,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0326,SEA IMP VIII,CANADA,TUG,N/A,8.17,1986,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0327,FERMITA,NORWAY,CARGO - SOLID,BULK CARRIER,30053.00,2001,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0328,ULSAN EXPRESS,GERMANY,CARGO - SOLID,CONTAINER SHIP,142295.00,2014,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0329,C25762BC,,FISHING,TRAP,4.99,,,ANCHORED,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0330,PACIFICA,CANADA,FISHING,LONG LINER,87.45,1988,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0331,C04970BC,CANADA,FISHING,TRAP,8.00,,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0332,SALISH RAVEN,CANADA,PASSENGER,PASSENGER - CARGO,8728.00,2016,,BERTHED/DOCKED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,DANGEROUS GOODS RELEASED,FROM THE SHIP,2018-08-15T10:01:40
M17P0333,SEASPAN VENTURE,CANADA,TUG,N/A,82.21,2001,,BERTHED/DOCKED,SERVICE,"TOWING, ASSISTING",NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M17P0334,C04726BC,CANADA,PASSENGER,PASSENGER ONLY,4.60,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0334,Recreational Craft - Canoe,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0335,AUTO ATLAS,PANAMA,CARGO - SOLID,RO-RO-CARGO,52422.00,1998,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0336,COASTAL CLIPPER,CANADA,PASSENGER,PASSENGER ONLY,28.81,1981,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0337,KELLY OVAYUAK,CANADA,TUG,N/A,777.00,1973,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0340,VAKTA,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,34.41,2002,,UNDERWAY – not making way/adrift,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0341,EDGAR KOTOKAK,CANADA,TUG,N/A,782.98,1973,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0342,SALISH RAVEN,CANADA,PASSENGER,PASSENGER - CARGO,8728.00,2016,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0342,Recreational Craft - GREY HAVENS,N/A,SHIPS BOAT,Recreational Craft,,,,UNKNOWN,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0343,U.O.ME,CANADA,FISHING,UNKNOWN,13.60,1989,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0344,BACKLASH,CANADA,FISHING,PACKER/TENDER,10.79,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0345,Fast Rescue - RHIB,N/A,SHIPS BOAT,Fast Rescue,,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0345,Fast Rescue - RHIB,N/A,SHIPS BOAT,Fast Rescue,,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,NO,CAPSIZES,N/A,2018-08-15T10:01:40
M17P0346,SEASPAN CUTLASS,CANADA,TUG,N/A,149.12,1975,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0347,BARGE 219,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,802.86,1962,,MOORED,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M17P0348,BROUGHTON CHIEF,CANADA,TUG,N/A,4.88,1982,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0349,KEYTHERA,CANADA,FISHING,TROLLER,35.96,1976,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0350,USCGC MIDGETT,UNITED STATES - US,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),1.00,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0351,Seaplane - N42125,N/A,OTHER OBJECT,Seaplane,,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0351,QUADRA QUEEN II,CANADA,FERRY,PASSENGER/VEHICLE,936.20,1969,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0352,VATKA,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,34.41,2002,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0353,BURRARD OTTER II,CANADA,PASSENGER,PASSENGER ONLY,453.00,2014,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0354,F.W. WRIGHT,CANADA,TUG,N/A,8.17,1987,,UNDERWAY – not making way/adrift,SERVICE,"TOWING, ASSISTING",NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0354,F.W. WRIGHT,CANADA,TUG,N/A,8.17,1987,,UNDERWAY – not making way/adrift,SERVICE,"TOWING, ASSISTING",NO,YES,NO,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0354,EVCO 70,CANADA,BARGE - CARGO SOLID,BARGE - BULK,1710.97,,,UNDERWAY – not making way/adrift,UNKNOWN,N/A,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0355,SIGGI OLIVER,CANADA,TUG,N/A,31.34,,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0356,PAN IRIS,PANAMA,CARGO - SOLID,BULK CARRIER,92071.00,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0357,BURRARD PACIFIC BREEZE,CANADA,PASSENGER,PASSENGER - CARGO,438.00,2009,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0357,Unknown - PASSENGER,N/A,,,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0359,PAN IRIS,PANAMA,CARGO - SOLID,BULK CARRIER,92071.00,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0360,OCEAN MAGIC II,CANADA,PASSENGER,PASSENGER ONLY,54.78,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,EXCURSION - ECO TOURISM,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0361,SEASPAN RELIANT,CANADA,FERRY,PASSENGER/TRAIN,4810.00,2016,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0362,WILLIAM I,CANADA,FISHING,GILLNETTER,11.19,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0363,BARTSTER,CANADA,FISHING,DIVE,,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0364,LADY VALERIE,UNITED STATES - US,FISHING,PROCESSOR/FACTORY,139.00,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0365,POSEIDON LEADER,JAPAN,CARGO - SOLID,RO-RO-CARGO,63001.00,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
